Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std
5152319,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.388174723,5.152319e+06,0.0,5152319.0,5152319.0,5.152319e+06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2049,-1,20,0.0,0.0,0.0,0.0,5.152319e+06,0.0
3906880,14,8,741,0,104.0,195.01361,1179,0,216.375,405.46478,815.7404373823,5.6310918175,186041.9,246641.86,953167.0,57.0,300529.22,326694.22,3851003.0,550143.3,326186.94,953167.0,132782.0,0,0,2.0476696,0,1179,138.56522,280.38672,78616.71,0,1,1,0,0,0,8192,62629,20,0.0,0.0,0.0,0.0,0.0,0.0
13276,3,4,326,0,108.666664,188.21619,112,0,32.25,53.767246,34272.3712,527.2672492,2212.6667,4975.5503,12361.0,1.0,277.5,320.31937,12797.0,4265.6665,7014.122,12361.0,1.0,0,0,301.29556,0,326,56.875,115.406654,13318.696,0,1,1,0,0,1,8192,219,20,0.0,0.0,0.0,0.0,0.0,0.0
4405860,4,5,935,0,233.75,467.5,374,0,74.8,167.25789,297.10430908203125,2.042733907699585,550732.5,1.535359e+06,4350451.0,9.0,1.466716e+06,2.4974025e+06,55409.0,13852.25,13654.17,30450.0,288.0,0,0,1.1348522,0,935,130.9,306.00525,93639.21,0,0,0,1,0,1,237,225,32,0.0,0.0,0.0,0.0,0.0,0.0
365251,5,3,354,0,70.8,158.31361,662,0,220.66667,382.20587,2781.6487839869,21.9027463306,52178.715,137177.81,363268.0,6.0,91312.75,181303.69,1724.0,862.0,428.5067,1165.0,559.0,0,0,8.21353,0,662,112.888885,236.8715,56108.11,0,0,1,0,0,0,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
49,3,1,31,0,10.333333,17.897858,0,0,0.0,0.0,632653.0612,81632.65306,16.333334,13.051181,31.0,6.0,24.5,9.192389,0.0,0.0,0.0,0.0,0.0,0,0,20408.164,0,31,6.2,13.863622,192.2,0,0,0,1,0,0,1086,0,20,0.0,0.0,0.0,0.0,0.0,0.0
28266,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,70.75638580322266,28266.0,0.0,28266.0,28266.0,28266.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
258,3,0,46,0,25.666666,23.459185,0,0,0.0,0.0,298449.612403101,11627.9069767442,129.0,130.10765,221.0,37.0,129.0,130.10765,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,46,30.75,21.68525,470.25,0,0,0,1,0,0,258,-1,20,0.0,0.0,0.0,0.0,0.0,0.0
594173,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,1656.083329,11.78108059,99028.836,242259.14,593538.0,2.0,303.5,426.38538,594167.0,198055.67,342497.88,593538.0,21.0,0,0,6.732046,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
5006103,4,4,532,0,133.0,266.0,662,0,165.5,331.0,238.5088760659,1.5980494209,715157.56,1.8916881e+06,5005103.0,6.0,333.33334,282.72308,5006097.0,1.668699e+06,2.8896368e+06,5005364.0,359.0,0,0,0.7990247,0,662,132.66667,265.25082,70358.0,0,0,1,0,0,1,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
46885,3,4,436,0,145.33333,251.72472,859,0,214.75,429.5,27620.7742348299,149.3014823504,7814.1665,11864.322,23135.0,10.0,11755.0,16122.034,23750.0,7916.6665,13496.053,23500.0,10.0,0,0,85.31513,0,859,161.875,320.34555,102621.266,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0.0,0.0,0.0
5005700,4,4,331,0,82.75,165.5,972,0,243.0,486.0,260.3032542901,1.598178077,715100.0,1.8916029e+06,5004852.0,5.0,282.66666,267.15976,5005695.0,1.668565e+06,2.8895318e+06,5005109.0,291.0,0,0,0.799089,0,972,144.77777,328.9566,108212.445,0,0,1,0,0,1,26883,219,32,0.0,0.0,0.0,0.0,0.0,0.0
16609,3,4,299,0,99.666664,172.62773,935,0,233.75,467.5,74297.0703125,421.458251953125,2768.1667,4993.243,12574.0,3.0,6541.0,8531.95,16606.0,5535.3335,6765.7095,13084.0,18.0,0,0,240.83328,0,935,154.25,332.36844,110468.79,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
1807065,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,544.5293888,3.873684677,301177.5,737524.94,1806644.0,2.0,193.5,270.8219,1807060.0,602353.3,1.0429463e+06,1806644.0,28.0,0,0,2.213534,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
11031,3,4,326,0,108.666664,188.21619,112,0,32.25,53.767246,41247.39371,634.5752878,1838.5,4076.8164,10151.0,14.0,288.5,335.87573,10528.0,3509.3333,5754.4985,10151.0,14.0,0,0,362.61444,0,326,56.875,115.406654,13318.696,0,1,1,0,0,1,8192,219,20,0.0,0.0,0.0,0.0,0.0,0.0
2153927,9,7,661,0,125.333336,213.48302,1173,0,225.85715,430.0986,1257.70279122737,7.42829260230268,143595.14,244773.33,953126.0,3.0,269240.88,372160.9,2004216.0,334036.0,316346.5,953126.0,151500.0,0,0,3.249878,0,1173,159.35294,310.37054,96329.87,0,0,1,0,0,0,8192,62872,20,0.0,0.0,0.0,0.0,0.0,0.0
18147,3,4,339,0,113.0,195.72174,935,0,233.75,467.5,70204.4453125,385.7386779785156,3024.5,6740.672,16757.0,4.0,8510.0,11663.02,18140.0,6046.6665,9515.724,17017.0,25.0,0,0,220.4221,0,935,159.25,335.14633,112323.07,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
4939036,9,8,661,0,125.333336,213.48302,1173,0,197.625,406.1217,548.487599604457,3.44196721789434,308689.75,754826.0,3002794.0,3.0,617379.5,1.0320265e+06,4784043.0,683434.7,1.0641702e+06,3002794.0,136903.0,0,0,1.6197493,0,1173,150.5,303.43723,92074.15,0,1,1,0,0,0,8192,62872,20,0.0,0.0,0.0,0.0,0.0,0.0
323223,21,22,640,0,91.809525,139.75107,976,0,121.13636,258.64157,14210.0036197919,133.0350872308,7695.7856,23078.889,129577.0,9.0,16138.4,31778.14,323210.0,15390.952,40021.06,169443.0,12.0,0,0,68.06446,0,976,104.38636,205.49443,42227.965,0,0,1,0,0,1,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
3702023,10,7,677,0,114.8,210.09247,1173,0,225.85715,430.0986,737.1645179,4.592083842,231376.44,520924.84,1983746.0,67.0,411335.88,679987.06,3610779.0,601796.5,808719.8,2111163.0,91388.0,0,0,1.890858,0,1173,151.61111,305.08267,93075.43,0,1,1,0,0,0,8192,62852,20,0.0,0.0,0.0,0.0,0.0,0.0
69689,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43.04840087890625,34844.5,7208.9536,39942.0,29747.0,34844.5,7208.9536,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
823,1,1,39,39,39.0,0.0,39,39,39.0,0.0,94775.212636695,2430.1336573512,823.0,0.0,823.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1215.0668,39,39,39.0,0.0,0.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
4328815,5,3,935,0,187.0,418.1447,325,0,108.333336,187.63884,291.0727233886719,1.8480808734893799,618402.1,1.588884e+06,4221417.0,13.0,1.0822038e+06,2.0930138e+06,69806.0,34903.0,7386.4375,40126.0,29680.0,0,0,0.6930303,0,935,140.0,316.9089,100431.25,0,0,0,1,0,0,219,211,32,0.0,0.0,0.0,0.0,0.0,0.0
2043438,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9787426876,2.043438e+06,0.0,2043438.0,2043438.0,2.043438e+06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,221,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
24460,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,81.76615142822266,24460.0,0.0,24460.0,24460.0,24460.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
612,1,1,38,38,38.0,0.0,70,70,70.0,0.0,176470.588235294,3267.9738562092,612.0,0.0,612.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1633.9869,38,70,48.666668,18.475208,341.33334,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
1260842,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,780.4308549,5.551845513,210140.33,514512.72,1260385.0,4.0,210.0,223.44574,1260838.0,420279.34,727552.9,1260385.0,33.0,0,0,3.1724832,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
1089,1,1,40,40,40.0,0.0,139,139,139.0,0.0,164370.9826,1836.547291,1089.0,0.0,1089.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,918.2736,40,139,73.0,57.157677,3267.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
881,1,1,27,27,27.0,0.0,43,43,43.0,0.0,79455.1645856981,2270.1475595914,881.0,0.0,881.0,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1135.0737,27,43,32.333332,9.237604,85.333336,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
24717407,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.080914636,2.47e+07,0.0,24700000.0,24700000.0,2.47e+07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2049,-1,20,0.0,0.0,0.0,0.0,2.47e+07,0.0
320384,3,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.48501798,106794.664,184821.38,320208.0,68.0,160192.0,226449.53,0.0,0.0,0.0,0.0,0.0,0,0,3.1212544,0,0,0.0,0.0,0.0,0,0,1,0,0,0,8192,8192,20,0.0,0.0,0.0,0.0,0.0,0.0
2365997,8,8,677,0,143.0,227.96992,1173,0,202.25,403.7534,1167.37257063301,6.762476875499,157733.14,244062.73,954799.0,4.0,337999.56,528375.75,2201109.0,314444.16,290789.22,954799.0,164688.0,0,0,3.3812385,0,1173,162.47058,310.94595,96687.39,0,1,1,0,0,1,8192,62856,20,0.0,0.0,0.0,0.0,0.0,0.0
1544,3,4,266,0,88.666664,153.57516,935,0,233.75,467.5,777849.75,4533.6787109375,257.33334,389.47794,1012.0,3.0,661.0,496.38895,1541.0,513.6667,710.3973,1328.0,21.0,0,0,2590.6736,0,935,150.125,330.51495,109240.125,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
13392,1,1,41,41,41.0,0.0,102,102,102.0,0.0,10678.0167264038,149.3428912784,13392.0,0.0,13392.0,13392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74.67145,41,102,61.333332,35.218365,1240.3334,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
1532,3,0,46,0,25.666666,23.459185,0,0,0.0,0.0,50261.0966057441,1958.2245430809,766.0,1057.8318,1514.0,18.0,766.0,1057.8318,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,46,30.75,21.68525,470.25,0,0,0,1,0,0,257,-1,20,0.0,0.0,0.0,0.0,0.0,0.0
1537079,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,640.1752935,4.554092535,256179.83,627335.5,1536723.0,3.0,143.5,198.697,1537073.0,512357.66,887126.44,1536723.0,61.0,0,0,2.6023386,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
62533466,42,74,206,0,28.309525,58.06031,1410,0,984.56757,578.25903,1184.1179569353,1.8550067255,543769.25,5.489141e+06,58838366.0,0.0,1.5252065e+06,9.18359e+06,62455690.0,855557.4,6.889521e+06,58854919.0,0.0,0,0,1.1833664,0,1410,632.8804,652.9284,426315.53,0,0,1,0,0,1,8192,123,20,3.617296e+06,0.0,3617296.0,3617296.0,5.883837e+07,0.0
383412,24,20,640,0,79.666664,133.83398,976,0,133.25,268.77124,11937.5502070879,114.7590581411,8916.559,20935.52,117003.0,4.0,16647.61,27450.742,383382.0,20178.0,38877.293,156598.0,25.0,0,0,52.163208,0,976,101.71111,203.7372,41508.848,0,0,1,0,0,0,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
21673471,5,12,103,0,57.2,52.485237,409,0,68.0,109.95288,50.8455706056,0.7843690565,1.354592e+06,2.539878e+06,9608966.0,4.0,79472.5,53011.87,21673433.0,1.9703121e+06,2.8882622e+06,9608966.0,104752.0,0,0,0.55367225,0,409,61.22222,93.426636,8728.536,0,0,1,0,0,2,8192,0,20,1.2064505e+07,0.0,12064505.0,12064505.0,9.608966e+06,0.0
441,3,0,46,0,25.666666,23.459185,0,0,0.0,0.0,174603.174603175,6802.7210884354,220.5,286.37823,423.0,18.0,220.5,286.37823,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,46,30.75,21.68525,470.25,0,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,0.0,0.0,0.0
11760,3,4,325,0,108.333336,187.63884,935,0,233.75,467.5,107142.859375,595.2380981445312,1960.0,4368.6826,10866.0,3.0,5587.5,7464.9263,11757.0,3919.0,6291.3657,11177.0,21.0,0,0,340.13605,0,935,157.5,334.1086,111628.57,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
5848,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,341.99725341796875,5848.0,0.0,5848.0,5848.0,5848.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
1575803,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,624.4435377,4.442179638,262633.84,643145.94,1575450.0,2.0,162.0,226.27417,1575796.0,525265.3,909486.6,1575450.0,21.0,0,0,2.5383883,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
25017100,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.079945317,2.5e+07,0.0,25000000.0,25000000.0,2.5e+07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2049,-1,20,0.0,0.0,0.0,0.0,2.5e+07,0.0
1137691,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,864.9097163,6.152813022,189615.17,464286.03,1137335.0,1.0,159.5,224.15285,1137687.0,379229.0,656539.06,1137335.0,33.0,0,0,3.5158932,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
1948,1,1,37,37,37.0,0.0,94,94,94.0,0.0,67248.4599589322,1026.6940451745,1948.0,0.0,1948.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,513.34705,37,94,56.0,32.908966,1083.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
86264260,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0231845726,8.626426e+07,0.0,86264260.0,86264260.0,8.626426e+07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,62559,-1,20,0.0,0.0,0.0,0.0,8.626426e+07,0.0
1494896,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,658.2397705,4.682599994,249149.33,610085.94,1494482.0,2.0,191.0,267.28638,1494890.0,498296.66,862721.8,1494482.0,28.0,0,0,2.6757715,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
376187,21,20,640,0,92.57143,139.81866,976,0,133.25,268.77124,12251.885365523,108.9883488797,9404.675,14214.19,44488.0,7.0,18806.85,21097.791,376164.0,19798.105,21814.945,69637.0,8.0,0,0,53.165047,0,976,109.7381,209.10927,43726.688,0,0,1,0,0,0,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
81788,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36.680198669433594,40894.0,44991.79,72708.0,9080.0,40894.0,44991.79,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
1371,5,2,935,0,187.0,418.1447,341,0,170.5,241.12341,930707.5,5105.76220703125,228.5,260.3465,643.0,4.0,342.75,447.9549,643.0,643.0,0.0,643.0,643.0,0,0,1458.7892,0,935,159.5,335.3003,112426.29,0,1,1,0,0,0,65535,32768,20,0.0,0.0,0.0,0.0,0.0,0.0
268574,20,22,640,0,97.2,141.79065,976,0,121.13636,258.64157,17161.0059052626,156.3814814539,6550.5854,17586.648,96021.0,9.0,14110.579,27210.797,268559.0,12788.523,25637.1,96425.0,9.0,0,0,81.91411,0,976,107.18604,207.28152,42965.633,0,0,1,0,0,1,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
16578,3,4,311,0,103.666664,179.55594,935,0,233.75,467.5,75159.8515625,422.246337890625,2763.0,6460.2944,15947.0,6.0,8152.0,11023.795,16572.0,5524.0,9337.93,16306.0,42.0,0,0,241.28363,0,935,155.75,333.1412,110983.07,0,1,1,0,0,1,65535,219,20,0.0,0.0,0.0,0.0,0.0,0.0
4138596,14,8,741,0,104.0,195.01361,1179,0,216.375,405.46478,770.0679167524,5.3158124156,197076.0,232013.1,953131.0,71.0,318353.53,331973.97,4027894.0,575413.44,277693.88,953131.0,253523.0,0,0,1.9330227,0,1179,138.56522,280.38672,78616.71,0,1,1,0,0,0,8192,62629,20,0.0,0.0,0.0,0.0,0.0,0.0
1393715,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.435013615,1.393715e+06,0.0,1393715.0,1393715.0,1.393715e+06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2049,-1,20,0.0,0.0,0.0,0.0,0.0,0.0
35523199,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.056301236,3.55e+07,0.0,35500000.0,35500000.0,3.55e+07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2049,-1,20,0.0,0.0,0.0,0.0,3.55e+07,0.0
4026731,5,3,935,0,187.0,418.1447,371,0,123.666664,214.19695,324.33258056640625,1.9867231845855713,575247.3,1.4914858e+06,3957417.0,6.0,1.00668275e+06,1.9672388e+06,26615.0,13307.5,14869.748,23822.0,2793.0,0,0,0.7450212,0,935,145.11111,320.6148,102793.86,0,0,0,1,0,0,219,211,32,0.0,0.0,0.0,0.0,0.0,0.0
1487911,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,661.3298779,4.704582465,247985.17,607278.4,1487587.0,1.0,148.0,207.88939,1487906.0,495968.66,858766.7,1487587.0,22.0,0,0,2.6883328,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
26131,2,2,28,28,28.0,0.0,78,78,78.0,0.0,8112.96927,153.0748919,8710.333,13905.473,24763.0,374.0,25757.0,0.0,25137.0,25137.0,0.0,25137.0,25137.0,0,0,76.537445,28,78,48.0,27.386127,750.0,0,0,0,0,0,1,-1,-1,8,0.0,0.0,0.0,0.0,0.0,0.0
103017811,2,1,321,0,160.5,226.98128,0,0,0.0,0.0,3.1159660343,0.0291211779,5.1508904e+07,7.284459e+07,103017810.0,1.0,1.0301781e+08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00970706,0,321,80.25,160.5,25760.25,0,0,0,1,0,0,226,0,32,0.0,0.0,0.0,0.0,1.0301781e+08,0.0
5001,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,399.9200134277344,5001.0,0.0,5001.0,5001.0,5001.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,32738,-1,20,0.0,0.0,0.0,0.0,0.0,0.0
137698,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.786808013916016,68849.0,37967.39,95696.0,42002.0,68849.0,37967.39,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,225,-1,32,0.0,0.0,0.0,0.0,0.0,0.0
52082289,11,11,517,0,52.090908,154.93448,378,0,48.18182,118.51229,21.1780246448078,0.42240846979671,2.480109e+06,4.324137e+06,10010106.0,42.0,5.208229e+06,5.0950925e+06,50255586.0,5.0255585e+06,5.275781e+06,10031024.0,562.0,0,0,0.21120423,0,517,47.95652,131.94127,17408.498,0,0,1,0,0,1,8192,1129,20,52521.4,70656.17,178915.0,20908.0,9.998614e+06,25583.438
1255307,3,4,20,0,6.6666665,11.547006,964,0,241.0,482.0,783.8719931,5.576325154,209217.83,511780.97,1253886.0,4.0,693.5,611.64734,1255303.0,418434.34,723522.7,1253886.0,28.0,0,0,3.1864715,0,964,123.0,339.8874,115523.43,0,1,1,0,0,1,8192,211,20,0.0,0.0,0.0,0.0,0.0,0.0
392538,22,20,640,0,87.63636,137.78055,976,0,133.25,268.77124,11700.7780138483,106.9960105773,9574.098,27074.941,161245.0,4.0,18606.238,36557.625,392532.0,20659.578,49441.094,199178.0,10.0,0,0,50.95048,0,976,106.81396,207.28703,42967.918,0,0,1,0,0,0,26883,230,32,0.0,0.0,0.0,0.0,0.0,0.0
1553,5,2,935,0,187.0,418.1447,340,0,170.0,240.4163,820991.625,4507.40478515625,258.83334,342.5927,900.0,5.0,388.25,568.0566,900.0,900.0,0.0,900.0,900.0,0,0,1287.83,0,935,159.375,335.22314,112374.555,0,1,1,0,0,0,65535,32768,20,0.0,0.0,0.0,0.0,0.0,0.0
