PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label
6.0,91.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,381.0,5.0,2221.0,5.0,27.0,27.0,27.0,20.0,19.0,64.0,64.0,1500.0,40.0,40.0,1500.0,111.0,19.0,0.0,0.0,0.0,0.0,145142.0,846095.0,7.0,1.0,0.0,1.0,1.0,29200.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,7.0,0.0,19.0,4.0,8.0,1.0
6.0,7.0,60.0,1.0,52.0,1.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,60.0,52.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,416000.0,2.0,0.0,0.0,0.0,0.0,5792.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,4800.0,120.0,0.0,0.0,2.0,2.0,0.0,220.0,0.0,64.0,64.0,40.0,40.0,0.0,40.0,0.0,21.0,0.0,0.0,0.0,0.0,173755.0,0.0,120.0,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,692.0,6.0,538.0,4.0,27.0,27.0,27.0,1120.0,797.0,64.0,64.0,424.0,52.0,52.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,4938.0,3839.0,8.0,0.0,2.0,0.0,0.0,29200.0,5792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,223.0,128.0,0.0,478.0,265.0,198.0,1.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,2.0,2.0,0.0,0.0,0.0,0.0,16000.0,16000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,4781.0,4781.0,2.0,0.0,0.0,0.0,0.0,257.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,63.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,63.0,63.0,95.0,47.0,31.0,0.0,0.0,0.0,0.0,168000.0,253333.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54571.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,7.0,60.0,1.0,52.0,1.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,60.0,52.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,416000.0,2.0,0.0,0.0,0.0,0.0,5792.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,40.0,1.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,44.0,40.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,320000.0,2.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,172.0,3.0,60.0,1.0,18.0,18.0,18.0,1028.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,0.0,60.0,1.0,0.0,0.0,1337.0,466.0,4.0,0.0,0.0,0.0,0.0,29200.0,5792.0,15360.0,60.0,0.0,0.0,0.0,0.0,0.0,1028.0,514.0,514.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,5.0,67.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,268000.0,268000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,48.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,384000.0,0.0,1.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,568000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40659.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,65.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,65.0,65.0,81.0,27.0,21.0,0.0,0.0,0.0,0.0,130000.0,162000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32183.0,1.0,2508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,5.0,68.0,1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,68.0,22.0,22.0,0.0,0.0,0.0,0.0,136000.0,136000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26906.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,5.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,536000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53421.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,40.0,1.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,44.0,40.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,320000.0,2.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,40.0,1.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,44.0,40.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,320000.0,2.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,208000.0,208000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,3918.0,9.0,4051.0,7.0,27.0,27.0,27.0,228.0,224.0,64.0,64.0,1500.0,40.0,40.0,1500.0,17.0,17.0,0.0,0.0,0.0,0.0,136873.0,141519.0,10.0,0.0,0.0,2.0,4.0,29200.0,65535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,28.0,67.0,0.0,214.0,37.0,79.0,1.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,3649.0,7.0,1797.0,5.0,27.0,27.0,27.0,146.0,146.0,64.0,64.0,1500.0,52.0,52.0,1500.0,12.0,24.0,0.0,0.0,0.0,0.0,198585.0,97795.0,7.0,1.0,1.0,0.0,3.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,24.0,45.0,0.0,136.0,36.0,57.0,1.0
6.0,0.0,44.0,1.0,40.0,1.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,44.0,40.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,447.0,2.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,65.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,65.0,65.0,81.0,40.0,32.0,0.0,0.0,0.0,0.0,173333.0,216000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42977.0,1.0,2788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,77.0,40.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,2.0,2.0,0.0,0.0,0.0,0.0,17333.0,17333.0,2.0,0.0,0.0,0.0,0.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,84.0,2.0,44.0,1.0,22.0,6.0,18.0,0.0,0.0,64.0,64.0,44.0,40.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,672000.0,352000.0,3.0,0.0,0.0,0.0,0.0,1024.0,64240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,44.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,352000.0,0.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,240.0,6.0,4593.0,8.0,24.0,16.0,24.0,1677.0,1757.0,128.0,128.0,1169.0,40.0,40.0,1169.0,2.0,0.0,0.0,0.0,0.0,0.0,1081.0,20700.0,7.0,1.0,2.0,3.0,1.0,16425.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,713.0,335.0,191.0,0.0,713.0,250.0,239.0,0.0
6.0,7.0,642.0,5.0,699.0,4.0,27.0,27.0,27.0,1.0,1.0,64.0,64.0,535.0,52.0,52.0,535.0,699.0,642.0,0.0,0.0,0.0,0.0,2.568e+06,2.796e+06,7.0,0.0,1.0,1.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,4000.0,100.0,0.0,0.0,2.0,2.0,0.0,182.0,0.0,234.0,234.0,40.0,40.0,0.0,40.0,0.0,21.0,0.0,0.0,0.0,0.0,174863.0,0.0,100.0,0.0,0.0,0.0,0.0,1641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,7.0,4800.0,120.0,0.0,0.0,2.0,2.0,0.0,226.0,0.0,64.0,64.0,40.0,40.0,0.0,40.0,0.0,21.0,0.0,0.0,0.0,0.0,169162.0,0.0,120.0,0.0,0.0,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,5792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,48.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,384000.0,0.0,1.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,0.0,1.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,5.0,54.0,1.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,216000.0,216000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31018.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,52.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,0.0,1.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,91.0,52.0,1.0,52.0,1.0,17.0,17.0,16.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,416000.0,2.0,0.0,0.0,0.0,0.0,227.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,48.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,384000.0,0.0,1.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,5.0,69.0,1.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,69.0,69.0,104.0,6.0,4.0,0.0,0.0,0.0,0.0,30666.0,46222.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50048.0,1.0,598947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,91.0,112.0,2.0,60.0,1.0,18.0,18.0,18.0,0.0,0.0,64.0,64.0,60.0,52.0,52.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,896000.0,480000.0,3.0,0.0,0.0,0.0,0.0,29200.0,28960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,0.0,48.0,1.0,40.0,1.0,22.0,2.0,20.0,0.0,0.0,0.0,0.0,48.0,40.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,384000.0,320000.0,2.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,7.0,2197.0,7.0,1344.0,4.0,27.0,27.0,27.0,1124.0,795.0,64.0,64.0,1500.0,52.0,52.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,15623.0,9557.0,8.0,0.0,1.0,0.0,2.0,29200.0,26847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,187.0,149.0,1.0,463.0,264.0,194.0,1.0
